ID;CODIGO DE LA ENTIDAD;CODIGO UBIGEO INEI;CODIGO PAIS ;NOMBRE DE LA UO;Fecha;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);"PM10 
(ug/m3)";"PM2.5 
(ug/m3)";SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;"Presion 
(Pa)";Temperatura (C)
267;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 02:00;1767.33;15.78;22.88;33.02;4.11;2.36;3.94;68.47;0.00;96.10;-12.11913;-77.02885;1004.31;16.70
268;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 03:00;1753.08;15.75;24.30;29.33;4.03;2.35;3.88;64.84;0.00;96.10;-12.11913;-77.02885;1004.02;16.70
269;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 04:00;1778.45;16.34;24.96;35.44;5.42;2.75;3.45;84.14;0.00;96.10;-12.11913;-77.02885;1003.76;16.58
270;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 05:00;1736.05;17.36;25.51;40.65;4.74;2.54;3.34;90.81;0.00;96.10;-12.11913;-77.02885;1003.82;16.34
271;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 06:00;1776.42;17.86;27.94;40.45;4.86;2.62;3.48;79.94;0.00;96.10;-12.11913;-77.02885;1003.99;16.23
272;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 07:00;1938.38;18.32;31.50;45.02;4.19;2.31;4.40;89.23;0.00;96.10;-12.11913;-77.02885;1004.41;16.16
273;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 08:00;2136.27;18.55;33.90;51.61;4.33;2.37;5.67;90.28;0.08;96.10;-12.11913;-77.02885;1004.90;16.13
274;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 09:00;2314.97;17.96;32.49;56.60;6.38;2.93;7.14;89.05;0.14;96.10;-12.11913;-77.02885;1005.69;16.28
275;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 10:00;2544.80;15.86;26.57;59.03;9.11;3.90;9.31;90.49;0.30;96.10;-12.11913;-77.02885;1006.09;16.77
276;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 11:00;2700.21;12.04;20.32;58.76;11.67;4.66;11.27;103.20;0.50;96.10;-12.11913;-77.02885;1005.90;17.64
277;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 12:00;2533.97;8.90;17.40;53.51;17.36;5.70;9.57;91.56;0.58;94.70;-12.11913;-77.02885;1005.40;18.31
278;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 13:00;2519.65;7.39;17.26;55.60;15.72;5.47;9.88;91.64;0.56;89.92;-12.11913;-77.02885;1005.02;18.66
279;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 14:00;2589.55;8.19;19.63;51.96;11.53;4.39;10.60;92.89;0.43;89.37;-12.11913;-77.02885;1004.31;18.49
280;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 15:00;2512.98;8.20;22.88;56.90;11.41;4.48;9.09;90.72;0.40;90.21;-12.11913;-77.02885;1003.63;18.49
281;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 16:00;2523.13;7.82;25.54;58.92;8.94;3.88;8.65;92.91;0.26;90.29;-12.11913;-77.02885;1003.03;18.58
282;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 17:00;2652.72;9.07;31.46;47.80;8.37;3.71;9.49;89.49;0.13;91.88;-12.11913;-77.02885;1002.96;18.32
283;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 18:00;3174.87;10.19;34.89;44.10;10.30;4.09;13.24;94.11;0.02;92.94;-12.11913;-77.02885;1003.35;18.14
284;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 19:00;3226.24;10.51;34.48;44.85;10.45;4.13;13.17;94.90;0.00;91.75;-12.11913;-77.02885;1003.67;18.07
285;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 20:00;3046.28;11.01;35.42;44.19;10.64;4.47;11.35;91.58;0.00;91.78;-12.11913;-77.02885;1003.91;17.92
286;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 21:00;2680.68;11.62;33.80;40.82;11.56;4.71;9.77;92.23;0.00;93.38;-12.11913;-77.02885;1004.29;17.75
287;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 22:00;2510.75;11.87;30.56;38.07;8.93;3.88;7.85;93.11;0.00;94.88;-12.11913;-77.02885;1004.65;17.66
288;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 23:00;2140.02;12.22;27.78;35.33;6.45;3.15;5.70;77.57;0.00;95.75;-12.11913;-77.02885;1004.70;17.54
289;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 00:00;1910.10;12.36;25.60;35.05;5.11;2.79;4.43;77.62;0.00;96.10;-12.11913;-77.02885;1004.53;17.48
290;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 01:00;1840.76;12.55;24.83;35.02;5.74;3.06;3.89;82.72;0.00;96.10;-12.11913;-77.02885;1004.47;17.43
291;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 02:00;1718.90;12.65;23.73;36.59;5.81;3.05;3.48;64.66;0.00;96.10;-12.11913;-77.02885;1004.38;17.40
292;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 03:00;1698.19;12.73;24.03;35.77;5.28;2.74;3.31;65.88;0.00;96.10;-12.11913;-77.02885;1004.10;17.38
293;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 04:00;1697.68;12.94;22.65;34.21;5.87;2.85;3.38;59.65;0.00;96.10;-12.11913;-77.02885;1003.90;17.33
294;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 05:00;1682.43;12.99;23.08;33.88;5.77;2.95;3.21;67.16;0.00;96.10;-12.11913;-77.02885;1003.99;17.32
295;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 06:00;1746.26;12.91;23.58;29.94;7.06;3.42;4.25;76.50;0.00;96.10;-12.11913;-77.02885;1004.38;17.34
296;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 07:00;1826.77;12.61;25.88;30.89;11.71;4.89;4.84;86.87;0.00;96.10;-12.11913;-77.02885;1004.97;17.42
297;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 08:00;1941.12;12.76;27.01;41.71;7.49;3.49;5.66;78.23;0.05;96.10;-12.11913;-77.02885;1005.81;17.41
298;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 09:00;2068.70;11.08;23.59;45.69;8.94;4.41;6.07;81.32;0.16;95.20;-12.11913;-77.02885;1006.89;17.79
299;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 10:00;2057.86;9.20;19.56;37.53;10.14;6.02;5.82;87.29;0.29;89.22;-12.11913;-77.02885;1007.40;18.20
300;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 11:00;2285.71;7.79;22.56;47.44;10.74;6.39;7.66;78.04;0.33;87.19;-12.11913;-77.02885;1007.22;18.55
301;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 12:00;2322.27;6.71;23.19;61.20;11.08;6.22;7.36;83.82;0.48;87.19;-12.11913;-77.02885;1006.91;18.80
302;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 13:00;2390.31;4.74;19.73;75.92;9.85;5.80;7.40;84.96;0.54;85.30;-12.11913;-77.02885;1006.12;19.24
303;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 14:00;2582.10;1.95;20.15;77.84;9.04;4.95;8.84;86.57;0.55;80.77;-12.11913;-77.02885;1005.41;20.01
304;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 15:00;2387.08;2.64;20.98;72.74;6.40;3.35;7.37;82.97;0.54;80.69;-12.11913;-77.02885;1004.54;19.73
305;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 16:00;2316.40;4.10;24.09;72.23;6.68;3.22;7.03;90.77;0.45;81.78;-12.11913;-77.02885;1004.02;19.39
306;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 17:00;2204.34;6.84;27.57;78.83;4.95;2.74;5.16;82.17;0.28;85.53;-12.11913;-77.02885;1003.96;18.76
307;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 18:00;2282.91;9.87;35.74;78.70;4.80;2.72;4.73;82.73;0.05;89.30;-12.11913;-77.02885;1004.21;18.11
308;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 19:00;2564.74;10.81;42.11;67.28;6.84;3.48;6.88;85.85;0.00;89.97;-12.11913;-77.02885;1004.19;17.93
309;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 20:00;2561.99;11.12;39.89;56.76;7.64;3.73;7.16;83.90;0.00;89.73;-12.11913;-77.02885;1004.35;17.86
310;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 21:00;2368.30;11.68;38.17;50.14;8.60;4.19;6.00;77.56;0.00;89.28;-12.11913;-77.02885;1004.65;17.70
311;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 22:00;2492.52;12.60;38.59;47.40;9.98;4.88;7.21;75.61;0.00;90.93;-12.11913;-77.02885;1004.97;17.51
312;10069;150122;PE;Subgerencia de Desarrollo Ambiental;13/06/2021 23:00;2406.99;13.20;37.48;41.63;11.22;7.07;6.58;70.02;0.00;92.54;-12.11913;-77.02885;1004.62;17.37
313;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 00:00;2525.28;14.97;37.63;33.37;11.22;7.13;7.57;68.52;0.00;94.05;-12.11913;-77.02885;1003.89;16.98
314;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 01:00;2159.06;15.54;34.23;30.01;11.59;7.35;5.33;69.02;0.00;95.21;-12.11913;-77.02885;1003.68;16.81
315;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 02:00;1952.54;15.70;29.81;34.81;12.19;7.17;4.04;64.37;0.00;95.85;-12.11913;-77.02885;1003.62;16.75
316;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 03:00;1888.12;16.95;29.42;30.85;11.63;6.77;3.75;64.33;0.00;96.10;-12.11913;-77.02885;1002.95;16.45
317;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 04:00;1826.11;18.12;28.69;21.91;11.96;7.26;4.01;54.37;0.00;96.10;-12.11913;-77.02885;1002.35;16.19
318;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 05:00;1812.54;18.37;28.80;24.56;12.91;7.49;3.93;60.06;0.00;96.10;-12.11913;-77.02885;1002.61;16.13
319;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 06:00;2018.66;18.84;32.44;23.55;13.26;7.36;6.18;79.33;0.00;96.10;-12.11913;-77.02885;1003.24;16.05
320;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 07:00;2716.94;19.26;34.03;39.26;15.27;7.96;14.14;89.84;0.01;96.10;-12.11913;-77.02885;1003.80;16.07
321;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 08:00;3501.22;16.00;26.38;66.82;14.82;7.55;20.48;91.44;0.10;96.10;-12.11913;-77.02885;1004.37;16.89
322;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 09:00;3318.30;8.39;18.00;78.92;13.71;5.83;18.13;89.49;0.26;89.39;-12.11913;-77.02885;1005.03;18.54
323;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 10:00;2685.63;4.62;13.09;80.66;12.55;5.48;12.48;93.75;0.77;84.91;-12.11913;-77.02885;1005.39;19.28
324;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 11:00;2343.93;4.29;12.35;87.33;7.28;3.88;10.66;94.91;1.76;86.58;-12.11913;-77.02885;1005.74;19.32
325;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 12:00;2591.17;3.20;15.26;102.39;7.71;4.25;12.34;95.25;1.34;87.64;-12.11913;-77.02885;1006.21;19.73
326;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 13:00;2633.64;5.47;17.73;86.13;4.69;2.67;10.39;94.81;0.82;90.47;-12.11913;-77.02885;1006.13;19.15
327;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 14:00;2373.49;5.69;19.80;88.97;4.69;2.84;7.69;93.52;0.68;89.60;-12.11913;-77.02885;1005.91;19.06
328;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 15:00;2337.29;7.55;28.57;81.64;5.29;3.21;6.10;94.63;0.35;91.94;-12.11913;-77.02885;1005.67;18.65
329;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 16:00;2781.30;6.37;33.88;94.53;9.37;4.88;9.13;92.81;0.22;90.90;-12.11913;-77.02885;1005.29;18.97
330;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 17:00;2621.97;8.97;34.78;92.28;8.49;4.93;7.10;92.62;0.10;95.02;-12.11913;-77.02885;1005.26;18.36
331;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 18:00;3732.62;7.11;42.27;93.97;11.09;5.59;14.36;92.31;0.00;92.83;-12.11913;-77.02885;1005.49;18.93
332;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 19:00;3666.62;6.71;38.38;94.47;12.74;6.30;13.57;90.56;0.00;91.97;-12.11913;-77.02885;1006.15;19.00
333;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 20:00;3017.37;8.54;34.55;95.78;7.64;4.87;9.79;90.75;0.00;94.76;-12.11913;-77.02885;1006.66;18.50
334;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 21:00;2847.48;7.78;34.56;89.97;8.60;4.99;8.28;90.44;0.00;94.18;-12.11913;-77.02885;1006.92;18.64
335;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 22:00;2462.14;8.44;29.77;81.73;10.98;5.92;5.89;85.82;0.00;95.39;-12.11913;-77.02885;1007.01;18.44
336;10069;150122;PE;Subgerencia de Desarrollo Ambiental;14/06/2021 23:00;2286.44;8.80;27.43;66.02;12.54;6.44;5.98;76.57;0.00;96.10;-12.11913;-77.02885;1006.97;18.33
337;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 00:00;1934.44;8.75;25.30;67.63;18.75;8.34;3.55;64.28;0.00;96.10;-12.11913;-77.02885;1007.02;18.30
338;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 01:00;1697.18;10.11;24.12;61.77;7.21;3.75;3.03;69.44;0.00;96.10;-12.11913;-77.02885;1007.34;17.98
339;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 02:00;1680.77;11.05;23.41;68.52;7.45;4.19;2.84;66.23;0.00;96.10;-12.11913;-77.02885;1007.42;17.76
340;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 03:00;1704.23;11.63;22.16;73.49;7.07;4.51;2.47;59.75;0.00;96.10;-12.11913;-77.02885;1007.26;17.63
341;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 04:00;1778.72;11.37;23.75;56.33;7.42;5.39;2.99;60.44;0.00;96.10;-12.11913;-77.02885;1006.51;17.69
342;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 05:00;1889.02;11.63;26.55;47.60;11.89;7.46;3.63;65.18;0.00;96.10;-12.11913;-77.02885;1006.10;17.64
343;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 06:00;1978.53;11.89;31.58;40.42;15.31;9.48;5.21;78.29;0.00;96.10;-12.11913;-77.02885;1006.53;17.61
344;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 07:00;2448.84;10.96;32.03;44.51;17.64;10.77;10.26;87.10;0.00;96.10;-12.11913;-77.02885;1006.96;17.88
345;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 08:00;2581.84;9.91;31.50;48.95;15.63;10.29;10.13;92.33;0.06;96.10;-12.11913;-77.02885;1007.53;18.14
346;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 09:00;2824.82;8.48;32.58;50.35;16.18;10.59;11.87;99.44;0.11;95.40;-12.11913;-77.02885;1008.07;18.48
347;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 10:00;2854.59;7.37;29.81;57.22;15.80;10.22;11.97;90.95;0.23;93.85;-12.11913;-77.02885;1008.27;18.73
348;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 11:00;2839.70;6.19;26.85;66.89;13.65;9.13;11.33;93.91;0.31;92.62;-12.11913;-77.02885;1008.20;18.99
349;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 12:00;2691.65;3.31;22.21;72.31;12.67;8.97;10.17;100.13;0.50;88.64;-12.11913;-77.02885;1008.00;19.60
350;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 13:00;3075.46;1.80;21.82;79.92;12.71;9.01;13.02;92.26;0.65;83.63;-12.11913;-77.02885;1007.62;20.54
351;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 14:00;2743.14;1.56;24.84;98.90;12.02;7.86;9.16;94.63;0.66;84.65;-12.11913;-77.02885;1006.96;20.45
352;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 15:00;2712.42;1.50;24.71;109.84;9.09;5.51;8.16;95.21;0.68;82.40;-12.11913;-77.02885;1006.25;20.78
353;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 16:00;2429.30;1.57;30.44;105.17;6.67;3.76;5.37;95.21;0.46;84.41;-12.11913;-77.02885;1006.12;20.24
354;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 17:00;2373.81;1.91;35.97;95.37;6.02;2.46;4.66;97.24;0.27;83.84;-12.11913;-77.02885;1006.00;19.90
355;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 18:00;2696.58;3.14;42.72;62.57;11.71;3.57;7.61;94.21;0.05;83.01;-12.11913;-77.02885;1006.25;19.66
356;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 19:00;2915.07;5.27;46.29;59.57;8.27;3.07;8.97;94.26;0.00;84.74;-12.11913;-77.02885;1006.63;19.22
357;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 20:00;3234.56;6.89;47.70;61.33;9.95;3.54;12.32;88.86;0.00;88.54;-12.11913;-77.02885;1006.68;18.91
358;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 21:00;2857.76;7.92;45.55;60.26;11.33;4.67;7.91;90.88;0.00;90.92;-12.11913;-77.02885;1006.93;18.61
359;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 22:00;2457.08;9.68;41.76;58.82;11.93;4.71;5.33;86.03;0.00;94.37;-12.11913;-77.02885;1007.00;18.16
360;10069;150122;PE;Subgerencia de Desarrollo Ambiental;15/06/2021 23:00;2052.79;10.78;34.06;53.77;7.00;3.12;3.91;78.84;0.00;95.32;-12.11913;-77.02885;1006.64;17.87
361;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 00:00;1842.65;11.91;32.33;48.09;5.88;3.02;3.06;80.73;0.00;95.99;-12.11913;-77.02885;1006.31;17.59
362;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 01:00;1763.42;13.00;31.00;41.78;6.32;3.24;3.11;71.01;0.00;96.10;-12.11913;-77.02885;1005.70;17.33
363;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 02:00;1735.07;13.75;30.43;36.34;7.17;3.54;3.27;66.28;0.00;96.10;-12.11913;-77.02885;1005.13;17.16
364;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 03:00;1718.03;13.71;27.84;33.62;7.89;3.61;3.54;68.94;0.00;96.10;-12.11913;-77.02885;1004.62;17.16
365;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 04:00;1692.92;13.87;27.03;27.08;8.74;4.31;3.42;79.46;0.00;96.10;-12.11913;-77.02885;1004.32;17.12
366;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 05:00;1668.81;15.24;28.01;17.20;6.46;3.18;3.53;76.28;0.00;96.10;-12.11913;-77.02885;1004.20;16.81
367;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 06:00;1846.39;16.41;31.71;7.78;7.61;3.79;4.86;80.14;0.00;96.10;-12.11913;-77.02885;1004.20;16.58
368;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 07:00;2202.19;16.57;35.05;16.03;9.66;4.64;7.52;88.23;0.01;96.10;-12.11913;-77.02885;1004.55;16.59
369;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 08:00;2473.58;14.76;30.79;32.94;9.07;4.28;10.36;90.30;0.14;96.10;-12.11913;-77.02885;1005.27;17.03
370;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 09:00;2543.10;9.56;22.83;43.85;7.08;3.15;11.63;94.69;0.28;94.32;-12.11913;-77.02885;1005.78;18.18
371;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 10:00;2291.62;4.56;18.13;47.94;7.92;3.03;10.28;98.90;0.77;87.86;-12.11913;-77.02885;1005.63;19.25
372;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 11:00;2350.43;1.24;12.69;47.82;7.93;3.11;12.20;97.36;1.75;78.26;-12.11913;-77.02885;1005.20;20.78
373;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 12:00;2458.04;1.34;15.39;53.71;6.89;2.72;14.00;96.14;1.98;78.29;-12.11913;-77.02885;1004.72;21.07
374;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 13:00;2506.07;1.76;18.29;72.98;5.24;2.65;15.26;93.88;1.90;86.02;-12.11913;-77.02885;1004.36;20.18
375;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 14:00;2542.46;3.92;15.04;80.60;3.55;2.00;15.80;102.38;1.57;91.65;-12.11913;-77.02885;1003.89;19.48
376;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 15:00;2196.15;5.72;22.89;54.33;2.78;1.55;11.33;106.03;0.88;93.99;-12.11913;-77.02885;1003.28;19.05
377;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 16:00;2420.97;2.11;18.11;49.02;5.00;2.23;14.20;100.13;0.55;88.60;-12.11913;-77.02885;1002.66;20.19
378;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 17:00;2518.84;3.30;29.42;32.92;5.92;2.62;12.84;97.61;0.22;89.25;-12.11913;-77.02885;1002.54;19.82
379;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 18:00;2318.36;7.13;39.89;27.85;5.61;2.87;7.97;100.85;0.04;94.37;-12.11913;-77.02885;1002.89;18.78
380;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 19:00;2328.32;7.87;39.63;28.21;7.59;4.03;7.82;99.42;0.00;95.47;-12.11913;-77.02885;1003.25;18.61
381;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 20:00;2432.59;8.31;38.96;27.58;9.00;5.06;8.87;94.75;0.00;95.78;-12.11913;-77.02885;1003.82;18.51
382;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 21:00;2162.27;9.42;36.29;24.04;10.17;5.80;6.76;97.47;0.00;96.10;-12.11913;-77.02885;1004.22;18.21
383;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 22:00;1997.64;10.14;34.20;18.63;10.62;6.21;6.39;95.49;0.00;96.10;-12.11913;-77.02885;1004.42;18.03
384;10069;150122;PE;Subgerencia de Desarrollo Ambiental;16/06/2021 23:00;1887.66;10.68;32.86;15.57;12.36;7.34;5.63;84.12;0.00;96.10;-12.11913;-77.02885;1004.13;17.89
385;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 00:00;1879.59;11.50;33.50;11.32;13.69;8.69;5.80;81.89;0.00;96.10;-12.11913;-77.02885;1003.92;17.70
386;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 01:00;1737.14;12.07;29.84;13.79;14.13;7.23;4.58;77.25;0.00;96.10;-12.11913;-77.02885;1003.50;17.54
387;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 02:00;1699.18;13.27;31.79;11.78;16.09;8.16;4.43;66.29;0.00;96.10;-12.11913;-77.02885;1003.11;17.27
388;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 03:00;1638.06;14.44;27.09;22.50;7.22;3.98;3.76;77.05;0.00;96.10;-12.11913;-77.02885;1003.02;16.99
389;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 04:00;1621.90;13.97;25.87;17.78;6.38;3.43;3.90;72.46;0.00;96.10;-12.11913;-77.02885;1002.72;17.10
390;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 05:00;1677.24;13.54;28.74;11.22;6.61;3.86;4.65;71.24;0.00;96.10;-12.11913;-77.02885;1002.64;17.20
391;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 06:00;1878.14;13.31;29.62;10.32;6.54;4.24;7.08;78.34;0.00;96.10;-12.11913;-77.02885;1002.82;17.28
392;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 07:00;2146.10;13.13;30.15;17.90;9.49;6.95;9.94;87.86;0.00;96.10;-12.11913;-77.02885;1003.02;17.37
393;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 08:00;2691.56;12.38;27.51;30.61;11.49;8.40;14.09;91.86;0.08;96.10;-12.11913;-77.02885;1003.51;17.61
394;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 09:00;2574.95;11.57;22.81;38.35;9.49;5.87;11.78;93.96;0.21;96.10;-12.11913;-77.02885;1003.97;17.76
395;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 10:00;2340.21;12.07;23.20;39.38;6.82;3.31;9.05;89.01;0.27;96.10;-12.11913;-77.02885;1004.11;17.61
396;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 11:00;2371.53;11.76;22.33;40.62;5.80;2.83;9.67;95.84;0.31;96.10;-12.11913;-77.02885;1003.96;17.69
397;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 12:00;2324.72;11.27;23.64;35.96;6.74;3.15;9.33;91.40;0.36;96.10;-12.11913;-77.02885;1003.56;17.79
398;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 13:00;2506.41;10.50;25.64;37.29;5.68;2.82;10.94;89.38;0.38;96.10;-12.11913;-77.02885;1003.01;17.99
399;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 14:00;2525.58;10.41;26.07;39.60;5.38;2.84;10.99;92.77;0.50;96.10;-12.11913;-77.02885;1002.40;18.01
400;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 15:00;2351.42;9.71;22.65;30.75;6.50;3.19;9.69;95.58;0.38;96.10;-12.11913;-77.02885;1001.64;18.13
